QID,State,Region,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.4.Age,Q5.Ethnic_Group_Recode,Q6.Norms_Number_of_Meals_Per_Day,Q6.Norms_Number_of_Meals_Per_Day_Recode,Q7.Norms_Number_of_food_intakes_in_between_meals,Q8.1.Norms_for_Breakfast,Q8.2.Norms_for_Brunch,Q8.3.Norms_for_Lunch,Q8.4.Norms_for_Dinner,Q8.5.Norms_for_Supper,Q8.6.Norms_for_Snack,Q8.7.Norms_for_TeaTime,Q9.1.Number._of_Times_Eat_at_Home_Last_Week,Q9.2.Number_of_Times_Eat_Outside_Last_Week,Q9.Total_Food_Intake_the_Week_Before,Q11_1_Rice_Frequency_Basis,Q11_1_Rice_Frequency,Q11_2_Flavoured_Rice_Freuency_Basis,Q11_2_Flavoured_Rice_Frequency,Q11_3_Noodles_Freuency_Basis,Q11_3_Noodles_Frequency,Q11_4_Mihun..._Frequency_Basis,Q11_4_Mihun..._Frequency,Q11_5_Sagu...._Frequency_Basis,Q11_5_Sagu...._Frequency,Q11_6_Bread_Frequency_Basis,Q11_6_Bread_Frequency,Q11_7_Roti_Canai_Frequency_Basis,Q11_7_Roti_Canai_Frequency,Q11_8_Corn_Frequency_Basis,Q11_8_Corn_Frequency,Q11_9_ChickenDuck_Frequency_Basis,Q11_9_ChickenDuck_Frequency,Q11_10_Meat_Frequency_Basis,Q11_10_Meat_Frequency_Frequency,Q11_10_Meat_Frequency_Average_day,Q11_11_Pork_Frequency_Basis,Q11_11_Pork_Frequency,Q11_12_OtherMeat_Frequency_Basis,Q11_12_OtherMeat_Frequency,Q11_13_Fish_Frequency_Basis,Q11_13_Fish_Frequency,Q11_14_FishCrackers_Frequency_Basis,Q11_14_FishCrackers_Frequency,Q11_15_Eggs_Frequency_Basis,Q11_15_Eggs_Frequency,Q11_16_Burger_Frequency_Basis,Q11_16_Burger_Frequency,Q11_17_FriedChicken_Frequency_Basis,Q11_17_FriedChicken_Frequency,Q11_18_Legumes_Frequency_Basis,Q11_18_Legumes_Frequency,Q11_19_Groundnuts_Frequency_Basis,Q11_19_Groundnuts_Frequency,Q11_20_SoyaBeanCurd_Frequency_Basis,Q11_20_SoyaBeanCurd_Frequency,Q11_21_FermentedSoyBeans_Frequency_Basis,Q11_21_FermentedSoyBeans_Frequency,Q11_22_Milk_Frequency_Basis,Q11_22_Milk_Frequency,Q11_23_MilkShake_Frequency_Basis,Q11_23_MilkShake_Frequency,Q11_24_GreenLeafyVegetables_Frequency_Basis,Q11_24_GreenLeafyVegetables_Frequency,Q11_25_LadiesFinger_Frequency_Basis,Q11_25_LadiesFinger_Frequency,Q11_26_OtherLegumes_Frequency_Basis,Q11_26_OtherLegumes_Frequency,Q11_27_BeanSprout_Frequency_Basis,Q11_27_BeanSprout_Frequency,Q11_28_Tubers_Frequency_Basis,Q11_28_Tubers_Frequency,Q11_29_Cabbages_Frequency_Basis,Q11_29_Cabbages_Frequency,Q11_30_FruitVegetables_Frequency_Basis,Q11_30_FruitVegetables_Frequency,Q11_31_SoyMilk_Frequency_Basis,Q11_31_SoyMilk_Frequency,Q11_32_ChocolateMaltDrink_Frequency_Basis,Q11_32_ChocolateMaltDrink_Frequency,Q12_Who_Cook,Q13_Food_Statement,Q14.1_1st_Dish_Represent_Malaysian_Food_Exact_Answer,Q14.2_2nd_Dish_Represent_Malaysian_Food_Exact_Answer,Q14bis_NasiLemak_Present_Malaysian_Food,Q15.1_Eating_Well_1st,Q15.2_Eating_Well_2nd,Q16.1_Food_Beneficial_1st_Exact_Answer,Q16.2_Food_Beneficial_2nd_Exact_Answer,Q17.1_Food_to_Reduce_1st_Exact_Answer,Q17.2_Food_to_Reduce_2nd_Exact_Answer,Q18.1_Top3Risks_Risk1,Q18.2_Top3Risks_Risk2,Q18.3_Top3Risks_Risk3,Q19a_Cultural_Identity_1_Exact_Answer,Q19a_Cultural_Identity_2_Exact_Answer,Q19a_Cultural_Identity_3_Exact_Answer,Q19b.1_Rank_3_Identity_1,Q19b.2_Rank_3_Identity_2,Q19b.3_Rank_3_Identity_3,Q20.1_Race_Mother,Q20.2_Race_Father,Q20.3_Race_Grandmother_Mother,Q20.4_Race_Grandfather_Mother,Q20.5_Race_Grandmother_Father,Q20.6_Race_Grandfather_Father,Q21.1_Spoken_Language_1,Q21.2_Spoken_Language_2,Q21.3_Spoken_Language_3,Q21.4_Spoken_Language_4,Q21.5_Spoken_Language_5,Q21.6_Spoken_Language_6,Q21.10_Spoken_Language_7,Q21.11_Spoken_Language_8,Q22a_Current_Religion,Q22b_Convert_Religion,Q22c_Previous_Religion,Q23_Influence_Religion_on_FoodHabits,Q24_Height_CM,Q24_Recode_Height_M,Q25_Weight,BMI,Q26.1_1st_Occupation_Original_Answer,Q26.2_2nd_Occupation_Original_Answer,Q27_Occupation_Father_Original_Answer,Q28_Level_of_Education,Q29a_Marital_Status,Q29b_Spouse_Ethnicity,Q30_Children_Number,Q31_Family_Members_Number,Q32_Income_Average_RM_Recode_All,Q33_Changes_Personal_Income,Q34_Permission_Contact
1912,Kelantan,East Coast,Yes,Female,Rural,25,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",,12,9,21,Daily,1.0,Weekly,2,Monthly,2,Monthly,3,Seldom,0,Weekly,3,Weekly,1,Seldom,0,Daily,1,Monthly,3,0.1,Seldom,0.0,Seldom,0,Weekly,2,Monthly,1,Monthly,3,Weekly,1,Monthly,2.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Monthly,1,Monthly,3,Weekly,3,Seldom,0,Seldom,0,Seldom,0,Weekly,1,Weekly,3,Weekly,2,Seldom,0,Seldom,0,My Mother,Food must be first of all a need,Roti canai,Nasi Lemak,Strongly agree,Health,Gives Energy,Fruits,Vegetables,Sugar,Salt,Germs or bacteria in Food,Contamination by Pollutant,Expired food,Masa Makan,Makanan,Kebudayaan,Sarawakian,Malaysian,Muslim,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,Kelantan,,Muslim,No,Not converted,Very religious,150.0,1.5,46.0,20.444444444444446,Housewife,,Contractor,College / University,Single or never married,,0.0,13,12000,Have remained more or less stable,Yes
857,Pahang,East Coast,Yes,Female,Rural,27,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,Sandwich / Burger +/- Beverage,,1 Dish of Rice / Noddles with shared (Including lazy Suzan) +/- Beverage + Fruits/Desserts,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,Only Beverage,Fruits / Hot or Cold Dessert +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,14,21,Daily,1.0,Weekly,1,Weekly,1,Weekly,1,Seldom,0,Weekly,1,Seldom,0,Seldom,0,Daily,1,Monthly,1,0.03,Seldom,0.0,Seldom,0,Daily,1,Monthly,1,Daily,1,Weekly,1,Seldom,0.0,Monthly,1,Monthly,1,Seldom,0,Monthly,1,Monthly,1,Weekly,2,Weekly,2,Weekly,1,Monthly,2,Weekly,1,Weekly,1,Weekly,2,Weekly,2,Seldom,0,Monthly,1,Myself,Food must be first of all a need,Satay,Nasi Dagang,Agree,Gives Energy,Health,Fish,Rice,Fat,Oily Food,Expired food,Unbalance diet to fat or too much sugar,Food epidemic,Malay,malay food,Malay tradition,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,154.0,1.54,50.0,21.082813290605497,Operator,,Civil servants,Lower secondary school / SRP,Widowed,Malay,2.0,3,1400,Have increased more than 10%,Yes
1924,Perak,Central,Yes,Female,Urban,22,Malay,1 meal per day,1 or 2 Meal(s),Once or twice a day,Cereals with Milk +/- Beverage,Only Beverage,1 Dish of Rice / Noodles with shared dishes (Including lazy Suzan) +/- Beverage,Soup +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",8,9,17,Daily,1.0,Monthly,1,Monthly,1,Monthly,2,Seldom,0,Weekly,2,Monthly,3,Seldom,0,Weekly,3,Monthly,2,0.07,Seldom,0.0,Seldom,0,Weekly,4,Monthly,4,Monthly,3,Weekly,2,Weekly,4.0,Monthly,2,Seldom,0,Monthly,1,Monthly,3,Monthly,2,Monthly,2,Monthly,3,Seldom,0,Seldom,0,Weekly,3,Weekly,4,Weekly,3,Monthly,2,Seldom,0,Seldom,0,A maid,Food must first of all prevent health problems,Laksa,Nasi Lemak,Strongly agree,Health,Gives Energy,Nasi,Sayur,Minyak,Gula,Pesticides on agricultural products,Colouring or preservatives,Food epidemic,Muslim,Malay,Bumiputra,Malaysian,Bumiputra,Muslim,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Decline to answer,150.0,1.5,45.0,20.0,Factory Worker,Decline to answer,Decline to answer,College / University,Single or never married,,,8,10000,Have increased more than 10%,No
369,Kelantan,East Coast,Yes,Female,Rural,29,Malay,1 meal per day,1 or 2 Meal(s),Once or twice a day,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",,Buffet +/- Beverage,,,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",,21,0,21,Daily,1.0,Weekly,1,Monthly,2,Monthly,2,Seldom,0,Weekly,5,Monthly,2,Monthly,1,Daily,1,Monthly,2,0.07,Seldom,0.0,Seldom,0,Monthly,5,Monthly,5,Monthly,5,Monthly,1,Monthly,1.0,Seldom,0,Seldom,0,Monthly,1,Seldom,0,Weekly,5,Monthly,5,Seldom,0,Seldom,0,Monthly,1,Monthly,2,Monthly,3,Seldom,0,Monthly,3,Monthly,2,Weekly,5,My Mother,Food must be first of all a pleasure,Nasi Lemak,Roti Canai,Strongly agree,Health,Gives Energy,Less Oily,Healthy food,Sugar,Oily Food,Unbalance diet to fat or too much sugar,Colouring or preservatives,Pesticides on agricultural products,Diet,Social,Communication,Malaysian,Muslim,Bumiputra,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,Arabic,Mandarin,,,,,Muslim,No,Not converted,Moderately religious,155.0,1.55,112.0,46.618106139438076,Nurse,,Bus Conductor,College / University,Single or never married,,0.0,8,8000,Have remained more or less stable,Yes
1217,Penang,North,Yes,Female,Urban,40,Chinese,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",8,13,21,Daily,1.0,Monthly,1,Weekly,1,Weekly,4,Seldom,0,Weekly,5,Weekly,2,Monthly,2,Weekly,5,Monthly,2,0.07,Daily,1.0,Seldom,0,Weekly,3,Monthly,1,Weekly,6,Weekly,3,Weekly,1.0,Monthly,3,Monthly,1,Monthly,2,Seldom,0,Weekly,2,Monthly,3,Weekly,2,Weekly,3,Weekly,1,Weekly,1,Weekly,3,Monthly,2,Weekly,2,Monthly,2,Weekly,4,I hardly cook at home,Food must be first of all a need,Ice kacang,Nasi Lemak,Strongly agree,Health,Pleasure,Halal,Water,Sugar,MSG,Genetically Modify Organism (GMO),Contamination by Pollutant,Colouring or preservatives,Helpful,Respectful,Good,Chinese,Buddhist,Malaysian,Chinese,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,158.0,1.58,80.0,32.04614645088928,Sales Executive,,Decline to answer,College / University,Single or never married,,0.0,3,5000,Have increased more than 10%,Yes
1228,Penang,North,Yes,Female,Urban,27,Malay,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",6,12,18,Weekly,4.0,Monthly,1,Monthly,2,Monthly,2,Seldom,0,Weekly,1,Monthly,1,Monthly,1,Daily,1,Daily,1,1.0,Seldom,0.0,Seldom,0,Monthly,1,Weekly,2,Weekly,1,Monthly,1,Monthly,2.0,Seldom,0,Seldom,0,Monthly,2,Monthly,1,Weekly,4,Monthly,2,Weekly,4,Seldom,0,Seldom,0,Weekly,1,Monthly,2,Seldom,0,Monthly,2,Monthly,1,Monthly,1,My Mother,Food must be first of all a need,Curry,Sambal,Strongly agree,Health,Pleasure,Milk,Water,Preservatives,Ajinomoto,Genetically Modify Organism (GMO),Contamination by Pollutant,Colouring or preservatives,Smiles,Sympathy,Religion,Malaysian,Bumiputra,Muslim,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,160.0,1.6,56.0,21.875,Business,,Farmer,College / University,Single or never married,,0.0,2,7000,Have increased more than 10%,Yes
685,Kuala Lumpur,Central,Yes,Male,Urban,20,Chinese,2 meals per day,1 or 2 Meal(s),Never,1 Dish of Rice / Noodles with shared dishes ( including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,Fruits / Hot or Cold Dessert +/- Beverage,Only Beverage,8,6,14,Daily,1.0,Weekly,2,Weekly,1,Seldom,0,Seldom,0,Weekly,5,Monthly,4,Seldom,0,Daily,1,Seldom,0,0.0,Daily,1.0,Seldom,0,Weekly,4,Seldom,0,Daily,1,Monthly,3,Weekly,3.0,Weekly,3,Seldom,0,Seldom,0,Seldom,0,Daily,1,Weekly,2,Daily,1,Daily,1,Seldom,0,Monthly,3,Seldom,0,Weekly,3,Weekly,4,Seldom,0,Weekly,3,My Mother,Food must be forst of all shared with someone,Nasi Lemak,Laksa,Strongly agree,Health,Fill the stomach,Vegetables,Fruits,Fried Chicken,French Fries,Pesticides on agricultural products,Germs or bacteria in Food,Expired food,Chinese New Year,Chinese Food,Chinese Temple,Buddhist,Malaysian,Chinese,Bumiputra,Chinese,Chinese,Chinese,Chinese,Chinese,Malay,English,Mandarin,Hakka,,,,,Buddhist,No,Not converted,Lightly religious,178.0,1.78,61.0,19.252619618735007,Student,,Decline to answer,College / University,Single or never married,,0.0,4,4000,Have increased more than 10%,No
322,Sabah,East Malaysia,Yes,Female,Rural,22,Non-Malay Bumiputra,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,Only Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",0,14,14,Daily,1.0,Weekly,1,Weekly,3,Weekly,2,Seldom,0,Weekly,2,Weekly,1,Monthly,2,Seldom,0,Monthly,1,0.03,Seldom,0.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Monthly,2,Daily,1.0,Weekly,2,Weekly,2,Weekly,1,Daily,1,Weekly,3,Weekly,2,Daily,1,Seldom,0,Daily,1,Seldom,0,Monthly,1,Daily,1,Weekly,1,Weekly,1,Seldom,0,My Mother,Food must be first of all a need,Laksa,Nasi Goreng Kampung,Strongly agree,Pleasure,Traditions,Vegetables,Fruits,Rice,Sugar,Germs or bacteria in Food,Pesticides on agricultural products,Expired food,Baju Kurung,Kuih Raya,Village,Muslim,Sabahan,Bumiputra,Bajau,Bajau,Bajau,Bajau,Bajau,Bajau,Malay,English,,,,,,,Muslim,No,Not converted,Moderately religious,154.0,1.54,60.0,25.299375948726595,Student,,Businessman,College / University,Single or never married,,0.0,8,6000,Have remained more or less stable,No
323,Sabah,East Malaysia,Yes,Female,Rural,22,Non-Malay Bumiputra,2 meals per day,1 or 2 Meal(s),3 - 4 times a day,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Buffet +/- Beverage,Buffet +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",0,14,14,Weekly,4.0,Monthly,3,Monthly,1,Seldom,0,Seldom,0,Weekly,4,Monthly,2,Seldom,0,Daily,5,Seldom,0,0.0,Seldom,0.0,Seldom,0,Monthly,2,Seldom,0,Weekly,4,Seldom,0,Monthly,3.0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Monthly,3,Monthly,3,Daily,3,Seldom,0,Daily,2,Seldom,0,Weekly,2,Daily,1,Daily,1,Monthly,3,Seldom,0,My Mother,Food must be first of all a need,Nasi Lemak,Cendol,Agree,Fill the stomach,Traditions,Vegetables,Fruits,Meat,Salty Food,Colouring or preservatives,Germs or bacteria in Food,Contamination by Pollutant,Attire,Celebration,Religion,Malaysian,Sabahan,Muslim,Kadazan - Dusun,Bajau,Bajau,Bajau,Bugis,Bajau,Malay,English,,,,,,,Muslim,No,Not converted,Moderately religious,159.0,1.59,55.0,21.75546853368142,Refuse,Decline to answer,Decline to answer,College / University,Single or never married,,0.0,5,3000,Have remained more or less stable,Yes
479,Melaka,South,Yes,Female,Urban,20,Malay,2 meals per day,1 or 2 Meal(s),Never,,1 Dish of Rice / Noodles with shared dishes ( including lazy Suzan) +/- Beverage,,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,,,,12,2,14,Daily,2.0,Monthly,2,Monthly,2,Seldom,0,Seldom,0,Weekly,2,Monthly,2,Seldom,0,Weekly,1,Weekly,1,0.14,Seldom,0.0,Seldom,0,Weekly,2,Seldom,0,Weekly,3,Weekly,1,Weekly,2.0,Monthly,1,Monthly,1,Monthly,2,Weekly,2,Weekly,2,Weekly,1,Monthly,2,Weekly,1,Monthly,1,Seldom,0,Seldom,0,Monthly,1,Seldom,0,Monthly,1,Weekly,2,Myself,Food must be first of all a pleasure,Satay,Nasi Lemak,Strongly agree,Health,Pleasure,Fish,Vitamins,Oily Food,Salty Food,Pesticides on agricultural products,Colouring or preservatives,Expired food,Bersunat,Merinu,Nikah,Malaysian,Muslim,Bumiputra,Malay,Malay,Baba - Nyonya,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Lightly religious,154.0,1.54,48.0,20.23950075898128,Salesman,,Decline to answer,Marticulation / Form 6 STPM / A level,Single or never married,,0.0,4,5000,Have increased more than 10%,No
524,Penang,North,Yes,Male,Urban,27,Chinese,3 meals per day,3 Meals,Once or twice a day,Sandwich / Burger +/- Beverage,Sandwich / Burger +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Fruits / Hot or Cold Dessert +/- Beverage,28,0,28,Daily,1.0,Weekly,1,Weekly,5,Weekly,5,Seldom,0,Weekly,2,Monthly,1,Monthly,1,Daily,1,Weekly,1,0.14,Weekly,5.0,Seldom,0,Weekly,5,Seldom,0,Weekly,5,Weekly,1,Weekly,1.0,Weekly,1,Weekly,1,Monthly,1,Seldom,0,Seldom,0,Monthly,1,Daily,1,Weekly,1,Daily,1,Weekly,4,Weekly,2,Weekly,1,Weekly,2,Monthly,1,Monthly,1,I hardly cook at home,Food must be first of all a need,nasi lemak,Fried Kuey Teow,Strongly agree,Pleasure,Togetherness,Vitamins,Protein,Fat,Salty Food,Food epidemic,Germs or bacteria in Food,Colouring or preservatives,Fireworks,Lion Dance,Ang Pau,Chinese,Malaysian,Buddhist,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,Hokkien,,,,,,,Taoism,No,Not converted,Not religious at all,167.0,1.67,62.0,22.230987127541326,Sales executive,,businessman,College / University,Single or never married,,0.0,2,8000,Have increased more than 10%,No
532,Penang,North,Yes,Male,Urban,21,Chinese,3 meals per day,3 Meals,Once or twice a day,All day Breakfast with Sausage and Eggs +/- Beverage,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,Only Beverage,Only Beverage,8,20,28,Daily,1.0,Weekly,1,Weekly,4,Weekly,4,Seldom,0,Monthly,2,Monthly,1,Monthly,1,Daily,2,Seldom,0,0.0,Monthly,3.0,Seldom,0,Weekly,2,Seldom,0,Weekly,5,Monthly,1,Monthly,1.0,Monthly,1,Monthly,1,Monthly,1,Seldom,0,Monthly,1,Monthly,1,Weekly,2,Monthly,1,Weekly,2,Weekly,3,Weekly,2,Weekly,2,Weekly,2,Daily,1,Monthly,1,My Mother,Food must first of all prevent health problems,nasi lemak,prawn mee,Strongly agree,Pleasure,Togetherness,Protein,Carbohydrates,Fat,Sugar,Unbalance diet to fat or too much sugar,Germs or bacteria in Food,Food epidemic,lion dance,wesak day,Chinese New Year,Chinese,Taoist,Malaysian,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,,,,,,,,Buddhist,No,Not converted,Moderately religious,165.0,1.65,60.0,22.03856749311295,skilled work,,businessman,College / University,Single or never married,,0.0,4,10000,Have remained more or less stable,No
1582,Sarawak,East Malaysia,Yes,Male,SubUrban,56,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,"Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage","Small items (Nuts, Fruits,Kuih-Muih,etc)+/- Beverage",1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",14,3,17,Daily,1.0,Weekly,3,Monthly,2,Weekly,2,Seldom,0,Weekly,3,Weekly,1,Monthly,2,Daily,1,Monthly,2,0.07,Seldom,0.0,Seldom,0,Weekly,1,Seldom,0,Daily,1,Monthly,1,Seldom,0.0,Weekly,3,Monthly,2,Weekly,2,Seldom,0,Monthly,2,Monthly,1,Weekly,5,Weekly,3,Weekly,4,Weekly,4,Weekly,4,Weekly,2,Weekly,2,Weekly,3,Monthly,1,My wife,Food must be first of all a need,Nasi Lemak,Roti Canai,Strongly agree,Health,Fill the stomach,Vegetables,Fruits,Fried Food,Sugar,Pesticides on agricultural products,Colouring or preservatives,Germs or bacteria in Food,Friendly,Hardworking,Good,Sarawakian,Bumiputra,Catholic,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Moderately religious,170.0,1.7,64.0,22.145328719723185,Refuse,Decline to answer,Decline to answer,Lower secondary school / SRP,Married in monogamous marriage,Non-Malay Bumiputra,5.0,6,4500,Have remained more or less stable,No
424,Johor,South,Yes,Male,Urban,32,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,Rice / Roti Canai / Noodles +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",9,5,14,Daily,2.0,Monthly,2,Weekly,2,Weekly,1,Seldom,0,Weekly,3,Monthly,2,Monthly,1,Daily,1,Monthly,1,0.03,Seldom,0.0,Seldom,0,Weekly,2,Monthly,1,Weekly,3,Monthly,1,Monthly,1.0,Seldom,0,Monthly,1,Monthly,2,Weekly,2,Weekly,2,Monthly,1,Daily,2,Seldom,0,Monthly,3,Seldom,0,Monthly,2,Daily,2,Weekly,4,Seldom,0,Seldom,0,Others,Food must be first of all a need,roti canai,Nasi Lemak,Strongly agree,Health,Gives Energy,Vegetables,Water,MSG,Processed Food,Contamination by Pollutant,Pesticides on agricultural products,Food epidemic,Tolerance,flexible,Kind,Chinese,Malaysian,Non Muslim Bumiputra,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,167.0,1.67,55.0,19.72103696798021,Reporter,Insurance agent,technician,College / University,Single or never married,,0.0,3,5000,Have increased more than 10%,Yes
507,Penang,North,Yes,Male,Urban,28,Chinese,2 meals per day,1 or 2 Meal(s),Never,Sandwich / Burger +/- Beverage,Sandwich / Burger +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",4,10,14,Daily,1.0,Weekly,1,Weekly,3,Weekly,3,Seldom,0,Weekly,2,Seldom,0,Weekly,1,Daily,1,Weekly,1,0.14,Weekly,2.0,Seldom,0,Weekly,3,Seldom,0,Weekly,6,Monthly,1,Monthly,1.0,Seldom,0,Seldom,0,Weekly,2,Seldom,0,Seldom,0,Monthly,1,Daily,1,Monthly,1,Weekly,2,Weekly,2,Monthly,1,Monthly,1,Weekly,2,Seldom,0,Monthly,1,My Mother,Food must be first of all a need,nasi lemak,roti canai,Agree,Health,Pleasure,Minerals,Protein,Sugar,Salty Food,Unbalance diet to fat or too much sugar,Food epidemic,Germs or bacteria in Food,lion dance,Chinese New Year,Dragon boat,Malaysian,Chinese,Buddhist,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,Hokkien,,,,,,,Taoism,No,Not converted,Not religious at all,180.0,1.8,85.0,26.234567901234566,insurance agent,,hawker,College / University,Single or never married,,0.0,4,8000,Have remained more or less stable,No
